IMDB ID,BoxOffice,Country,Director,Genre,Plot,Rated,Released,Runtime,Title,Year,imdbRating,imdbVotes,budget,popularity,vote_average,vote_count
tt0116213,"$101,295,562",United States,Chuck Russell,"['Action', 'Crime', 'Thriller']",A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.,R,21 Jun 1996,115 min,Eraser,1996,6.2,"120,881",100000000,1.8339,6.07,1848
tt0116583,"$100,138,851",United States,"Gary Trousdale, Kirk Wise","['Animation', 'Drama', 'Family']","A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.",G,21 Jun 1996,91 min,The Hunchback of Notre Dame,1996,7.0,"176,180",100000000,4.5507,7.1,5053
tt0117731,"$92,027,888",United States,Jonathan Frakes,"['Action', 'Adventure', 'Drama']",The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.,PG-13,22 Nov 1996,111 min,Star Trek: First Contact,1996,7.6,"134,193",46000000,2.3089,7.289,1795
tt0117705,"$90,594,962",United States,Joe Pytka,"['Animation', 'Adventure', 'Comedy']","In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",PG,15 Nov 1996,88 min,Space Jam,1996,6.5,"219,813",80000000,3.8092,6.811,6075
tt0115759,"$70,770,147",United States,John Woo,"['Action', 'Adventure', 'Thriller']",Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,R,09 Feb 1996,108 min,Broken Arrow,1996,6.1,"107,230",50000000,2.3916,6.065,1544
tt0116705,"$60,592,389",United States,Brian Levant,"['Adventure', 'Comedy', 'Family']","A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out, and he must travel all over town and compete with everybody else in order to find one.",PG,22 Nov 1996,89 min,Jingle All the Way,1996,5.8,"122,755",60000000,2.2698,6.0,2709
tt0115798,"$60,240,295",United States,Ben Stiller,"['Comedy', 'Drama', 'Thriller']",A designer makes a grievious mistake when he rejects the friendship of a borderline cable guy.,PG-13,14 Jun 1996,96 min,The Cable Guy,1996,6.1,"183,517",47000000,2.2258,6.0,2475
tt0115956,"$59,031,057",United States,Edward Zwick,"['Action', 'Drama', 'Mystery']","A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",R,12 Jul 1996,116 min,Courage Under Fire,1996,6.6,"60,773",46000000,1.2665,6.5,937
tt0116669,"$58,620,973",United States,Francis Ford Coppola,"['Comedy', 'Drama', 'Fantasy']","Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled.",PG-13,09 Aug 1996,113 min,Jack,1996,5.8,"65,291",45000000,1.5749,6.291,1276
tt0116253,"$56,569,216",United States,Stuart Baird,"['Action', 'Adventure', 'Thriller']","When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",R,15 Mar 1996,133 min,Executive Decision,1996,6.5,"62,304",55000000,2.0918,6.3,950
tt0117381,"$56,116,183",United States,Gregory Hoblit,"['Crime', 'Drama', 'Mystery']","The murder of a high and mighty archbishop leads to the involvement of Martin Vail, Chicago's best attorney. As he studies the suspects, he becomes convinced of certain aspects, but there's more to the story than meets the eye.",R,03 Apr 1996,129 min,Primal Fear,1996,7.7,"255,459",30000000,3.2291,7.656,3463
tt0117918,"$53,854,588",United States,Ron Shelton,"['Comedy', 'Drama', 'Romance']",A washed-up golf pro working at a driving range tries to qualify for the U.S. Open in order to win the heart of his successful rival's girlfriend.,R,16 Aug 1996,135 min,Tin Cup,1996,6.4,"54,588",45000000,1.386,6.054,532
tt0117665,"$53,315,285",United States,Barry Levinson,"['Crime', 'Drama', 'Thriller']","After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",R,18 Oct 1996,147 min,Sleepers,1996,7.5,"243,356",44000000,3.5702,7.6,3601
tt0116136,"$51,367,375",United States,Rob Cohen,"['Action', 'Adventure', 'Fantasy']","The last dragon and a disillusioned dragon-slaying knight must unite to stop an evil king, who was granted partial immortality.",PG-13,31 May 1996,103 min,DragonHeart,1996,6.4,"103,369",57000000,1.6991,6.5,1998
